2021-12-22 19:56:15,138 - INFO - **************common.configs**********
2021-12-22 19:56:15,138 - INFO - use_gpu: True, use_xpu: False, use_visual: False, train_batch_size: 512, train_data_dir: ./data/big_data/train, epochs: 1, print_interval: 500, model_save_path: output_model_flen_0
2021-12-22 19:56:15,138 - INFO - **************common.configs**********
W1222 19:56:15.139465 32987 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
W1222 19:56:15.143121 32987 device_context.cc:465] device: 0, cuDNN Version: 7.6.
2021-12-22 19:56:21,276 - INFO - read data
2021-12-22 19:56:21,276 - INFO - reader path:avazu_reader
/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/tensor/creation.py:130: DeprecationWarning: `np.object` is a deprecated alias for the builtin `object`. To silence this warning, use `object` by itself. Doing this will not modify any behavior and is safe. 
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  if data.dtype == np.object:
2021-12-22 20:20:25,488 - INFO - epoch: 0, batch_id: 23500, auc:0.766079, loss:0.44066158, avg_reader_cost: 0.00055 sec, avg_batch_cost: 0.05942 sec, avg_samples: 512.00000, ips: 8617.28586 ins/s
2021-12-22 20:20:54,852 - INFO - epoch: 0, batch_id: 24000, auc:0.766042, loss:0.34883833, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05859 sec, avg_samples: 512.00000, ips: 8738.95666 ins/s
2021-12-22 20:21:24,798 - INFO - epoch: 0, batch_id: 24500, auc:0.765992, loss:0.39626122, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05975 sec, avg_samples: 512.00000, ips: 8568.37259 ins/s
2021-12-22 20:21:53,912 - INFO - epoch: 0, batch_id: 25000, auc:0.766072, loss:0.36005265, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05809 sec, avg_samples: 512.00000, ips: 8813.54473 ins/s
2021-12-22 20:22:24,441 - INFO - epoch: 0, batch_id: 25500, auc:0.765819, loss:0.3234744, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06092 sec, avg_samples: 512.00000, ips: 8404.42112 ins/s
2021-12-22 20:22:54,277 - INFO - epoch: 0, batch_id: 26000, auc:0.765233, loss:0.43010715, avg_reader_cost: 0.00040 sec, avg_batch_cost: 0.05953 sec, avg_samples: 512.00000, ips: 8600.07773 ins/s
2021-12-22 20:23:24,137 - INFO - epoch: 0, batch_id: 26500, auc:0.765155, loss:0.37683395, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05958 sec, avg_samples: 512.00000, ips: 8592.80445 ins/s
2021-12-22 20:23:54,742 - INFO - epoch: 0, batch_id: 27000, auc:0.765516, loss:0.37525642, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.06107 sec, avg_samples: 512.00000, ips: 8383.96211 ins/s
2021-12-22 20:24:24,235 - INFO - epoch: 0, batch_id: 27500, auc:0.765985, loss:0.39400926, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05885 sec, avg_samples: 512.00000, ips: 8700.24204 ins/s
2021-12-22 20:24:55,186 - INFO - epoch: 0, batch_id: 28000, auc:0.766266, loss:0.39287516, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.06176 sec, avg_samples: 512.00000, ips: 8289.84684 ins/s
